severity,source,record_code,issue_type,details
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
Error,Formulations,:,Missing RM Reference,RM code blank
